transaction_id,account_id,customer_id,date_id,transaction_type,channel,amount,running_balance,merchant_category,status,reference_number
10238,3221,1890,20230311,Debit,ATM,31379.01,2534081.06,Salary,Reversed,TXN0010238
10239,2217,1150,20230303,Debit,ATM,63252.11,1856960.89,Dividend,Completed,TXN0010239
10240,3124,1818,20231222,Credit,Mobile,37112.77,4006318.58,EMI,Completed,TXN0010240
10241,2627,1449,20240319,Credit,Branch,66798.84,2740400.74,Medical,Completed,TXN0010241
10242,2096,1069,20240122,Debit,Net Banking,73279.26,3176388.24,Utilities,Completed,TXN0010242
10243,2290,1202,20240923,Debit,Net Banking,22413.64,221023.09,Salary,Failed,TXN0010243
10244,2287,1200,20240805,Debit,ATM,42977.69,2841365.96,Cash,Completed,TXN0010244
10245,2094,1068,20230208,Debit,Net Banking,78807.71,1096253.16,Utilities,Failed,TXN0010245
10246,2705,1506,20230323,Credit,Mobile,61871.44,4897311.21,Food,Completed,TXN0010246
10247,2375,1265,20241008,Credit,UPI,94687.2,3410104.48,Medical,Completed,TXN0010247
10248,2968,1699,20240831,Credit,ATM,128575.47,112103.76,Dividend,Completed,TXN0010248
10249,2726,1522,20240525,Fee,Net Banking,5603.01,2958872.53,Travel,Completed,TXN0010249
10250,2154,1110,20240722,Debit,ATM,442758.15,1244441.35,Utilities,Failed,TXN0010250
10251,2990,1715,20240227,Credit,Net Banking,291954.98,1496123.56,Cash,Completed,TXN0010251
10252,2686,1493,20231118,Transfer,Branch,43844.53,4075489.11,Utilities,Completed,TXN0010252
10253,2047,1032,20240115,Debit,ATM,48908.74,4988994.81,Investment,Completed,TXN0010253
10254,2583,1416,20230829,Debit,UPI,4042194.61,1681220.32,EMI,Completed,TXN0010254
10255,2541,1386,20230414,Debit,Branch,15429.6,2143284.55,Shopping,Failed,TXN0010255
10256,3116,1813,20230222,Debit,ATM,3752.12,1457823.73,Food,Completed,TXN0010256
10257,2975,1703,20241113,Credit,Branch,909585.66,1549527.18,Shopping,Completed,TXN0010257
10258,2832,1597,20230210,Credit,ATM,398980.49,4485383.62,Food,Reversed,TXN0010258
10259,2157,1111,20240830,Debit,UPI,7632.49,3064072.09,Utilities,Completed,TXN0010259
10260,2861,1621,20230611,Credit,UPI,237434.37,3032811.46,Medical,Completed,TXN0010260
10261,2564,1403,20241111,Debit,Net Banking,408929.98,1794400.86,Maintenance,Completed,TXN0010261
10262,2933,1670,20240304,Credit,ATM,79528.62,4235767.17,Insurance,Completed,TXN0010262
10263,2353,1247,20230602,Credit,Branch,8405.59,2938827.79,Shopping,Completed,TXN0010263
10264,2643,1460,20230602,Credit,Mobile,77151.49,3438941.31,EMI,Completed,TXN0010264
10265,2688,1494,20240224,Debit,UPI,73073.36,1513427.46,Medical,Completed,TXN0010265
10266,2675,1485,20240108,Debit,ATM,722917.01,245512.0,Food,Completed,TXN0010266
10267,2368,1259,20230711,Credit,Net Banking,66003.78,1988050.69,Medical,Completed,TXN0010267
10268,2645,1461,20231201,Credit,Net Banking,66011.28,4790367.51,Travel,Completed,TXN0010268
10269,2992,1717,20230108,Transfer,ATM,95451.81,2079589.37,Dividend,Completed,TXN0010269
10270,2479,1343,20230213,Transfer,ATM,51522.05,2477292.88,B2B Payment,Failed,TXN0010270
10271,3021,1739,20240303,Debit,Branch,63338.03,3557114.72,Travel,Completed,TXN0010271
10272,2484,1346,20230418,Credit,UPI,20570.47,739881.41,Insurance,Completed,TXN0010272
10273,3042,1755,20240627,Debit,UPI,4968792.24,3062706.47,EMI,Completed,TXN0010273
10274,3084,1789,20240410,Fee,UPI,1116890.2,2694422.47,Travel,Completed,TXN0010274
10275,2408,1292,20230119,Debit,Branch,2425136.08,4391293.64,Dividend,Failed,TXN0010275
10276,2865,1624,20231119,Credit,ATM,45202.5,1502112.25,Insurance,Completed,TXN0010276
10277,3149,1837,20241115,Transfer,Mobile,39783.85,22420.81,Cash,Completed,TXN0010277
10278,3156,1842,20230902,Debit,Net Banking,42926.6,381452.46,Travel,Completed,TXN0010278
10279,3146,1834,20230117,Credit,Mobile,3867614.22,3316907.66,Dividend,Reversed,TXN0010279
10280,2314,1219,20230429,Transfer,Net Banking,56295.09,1643608.33,Maintenance,Completed,TXN0010280
10281,2022,1015,20230323,Debit,ATM,94684.57,104433.79,Utilities,Failed,TXN0010281
10282,3036,1749,20230623,Credit,Mobile,860372.51,4529866.76,Cash,Completed,TXN0010282
10283,2518,1371,20231023,Debit,UPI,69309.97,3195474.0,Shopping,Reversed,TXN0010283
10284,3229,1895,20230104,Fee,Branch,1568396.5,3972338.18,B2B Payment,Reversed,TXN0010284
10285,2167,1117,20231212,Debit,UPI,957329.59,611365.46,Insurance,Completed,TXN0010285
10286,3104,1805,20231231,Credit,Mobile,18051.65,4033202.89,Maintenance,Failed,TXN0010286
10287,3027,1743,20240927,Credit,Branch,99216.24,812298.36,Vendor Pay,Completed,TXN0010287
